Product Name,Order Date,Sales
Beach Towel,2022-05-28,25.34
Beach Towel,2022-05-28,25.27
Beach Towel,2022-05-28,23.86
Beach Towel,2022-05-28,23.86
Beach Towel,2022-05-28,24.34
Leather Wallet,2022-05-28,51.68
Leather Wallet,2022-05-28,49.26
Leather Wallet,2022-05-28,49.8
Leather Wallet,2022-05-28,49.18
Leather Wallet,2022-05-28,48.29
Leather Wallet,2022-05-28,51.65
Leather Wallet,2022-05-28,50.63
Leather Wallet,2022-05-28,48.16
Leather Wallet,2022-05-28,48.88
Leather Wallet,2022-05-28,52.49
Leather Wallet,2022-05-28,49.73
Leather Wallet,2022-05-28,49.4
Leather Wallet,2022-05-28,49.65
Leather Wallet,2022-05-28,49.43
Leather Wallet,2022-05-28,50.34
Fitness Tracker,2022-05-28,146.31
Beach Towel,2022-05-29,26.1
Beach Towel,2022-05-29,23.95
Beach Towel,2022-05-29,24.34
Beach Towel,2022-05-29,24.7
Beach Towel,2022-05-29,23.8
Beach Towel,2022-05-29,24.04
Beach Towel,2022-05-29,26.16
Beach Towel,2022-05-29,23.96
Beach Towel,2022-05-29,26.02
Beach Towel,2022-05-29,24.04
Beach Towel,2022-05-29,24.11
Beach Towel,2022-05-29,25.17
Beach Towel,2022-05-29,23.89
Beach Towel,2022-05-29,25.69
Beach Towel,2022-05-29,25.75
Beach Towel,2022-05-29,25.55
Beach Towel,2022-05-29,24.58
Beach Towel,2022-05-29,24.59
Beach Towel,2022-05-29,24.06
Beach Towel,2022-05-29,24.04
Beach Towel,2022-05-29,24.1
Beach Towel,2022-05-29,25.12
Beach Towel,2022-05-29,26.09
Beach Towel,2022-05-29,25.4
Beach Towel,2022-05-29,25.65
Beach Towel,2022-05-29,25.62
Beach Towel,2022-05-29,25.05
Beach Towel,2022-05-29,23.99
Beach Towel,2022-05-29,24.81
Beach Towel,2022-05-29,25.84
Beach Towel,2022-05-29,23.99
Leather Wallet,2022-05-29,47.93
Leather Wallet,2022-05-29,50.13
Leather Wallet,2022-05-29,50.22
Leather Wallet,2022-05-29,51.41
Leather Wallet,2022-05-29,51.73
Leather Wallet,2022-05-29,51.0
Leather Wallet,2022-05-29,49.83
Leather Wallet,2022-05-29,47.59
Leather Wallet,2022-05-29,49.57
Leather Wallet,2022-05-29,48.95
Leather Wallet,2022-05-29,48.89
Leather Wallet,2022-05-29,50.04
Leather Wallet,2022-05-29,51.24
Leather Wallet,2022-05-29,51.57
Leather Wallet,2022-05-29,49.46
Leather Wallet,2022-05-29,51.76
Leather Wallet,2022-05-29,50.93
Leather Wallet,2022-05-29,49.65
Leather Wallet,2022-05-29,48.04
Leather Wallet,2022-05-29,50.64
Leather Wallet,2022-05-29,48.7
Fitness Tracker,2022-05-29,154.63
Fitness Tracker,2022-05-29,153.43
Fitness Tracker,2022-05-29,147.18
Fitness Tracker,2022-05-29,143.6
Winter Coat,2022-05-30,115.15
Winter Coat,2022-05-30,120.14
Winter Coat,2022-05-30,121.67
Beach Towel,2022-05-30,25.6
Beach Towel,2022-05-30,25.32
Beach Towel,2022-05-30,25.24
Beach Towel,2022-05-30,25.44
Beach Towel,2022-05-30,24.67
Beach Towel,2022-05-30,24.34
Beach Towel,2022-05-30,25.84
Beach Towel,2022-05-30,24.68
Beach Towel,2022-05-30,26.1
Beach Towel,2022-05-30,25.69
Beach Towel,2022-05-30,26.18
Beach Towel,2022-05-30,25.85
Beach Towel,2022-05-30,24.82
Beach Towel,2022-05-30,24.49
Beach Towel,2022-05-30,24.01
Beach Towel,2022-05-30,25.79
Beach Towel,2022-05-30,24.24
Beach Towel,2022-05-30,25.13
Beach Towel,2022-05-30,25.88
Beach Towel,2022-05-30,24.8
Beach Towel,2022-05-30,26.23
Beach Towel,2022-05-30,24.99
Beach Towel,2022-05-30,24.06
Beach Towel,2022-05-30,23.93
Beach Towel,2022-05-30,24.29
Beach Towel,2022-05-30,25.24
Leather Wallet,2022-05-30,52.46
Leather Wallet,2022-05-30,50.51
Leather Wallet,2022-05-30,50.71
Leather Wallet,2022-05-30,50.99
Leather Wallet,2022-05-30,50.88
Fitness Tracker,2022-05-30,148.25
Fitness Tracker,2022-05-30,147.32
Fitness Tracker,2022-05-30,154.07
Beach Towel,2022-05-31,26.0
Beach Towel,2022-05-31,24.78
Beach Towel,2022-05-31,25.85
Beach Towel,2022-05-31,25.44
Beach Towel,2022-05-31,23.75
Beach Towel,2022-05-31,25.74
Beach Towel,2022-05-31,24.65
Beach Towel,2022-05-31,24.59
Beach Towel,2022-05-31,25.67
Beach Towel,2022-05-31,25.01
Beach Towel,2022-05-31,25.62
Beach Towel,2022-05-31,24.41
Beach Towel,2022-05-31,25.56
Beach Towel,2022-05-31,25.76
Beach Towel,2022-05-31,24.0
Beach Towel,2022-05-31,26.01
Beach Towel,2022-05-31,25.45
Beach Towel,2022-05-31,24.76
Beach Towel,2022-05-31,26.15
Beach Towel,2022-05-31,23.81
Beach Towel,2022-05-31,25.89
Beach Towel,2022-05-31,25.05
Beach Towel,2022-05-31,26.22
Beach Towel,2022-05-31,25.9
Beach Towel,2022-05-31,24.7
Beach Towel,2022-05-31,25.85
Beach Towel,2022-05-31,23.79
Beach Towel,2022-05-31,25.04
Beach Towel,2022-05-31,25.78
Beach Towel,2022-05-31,25.17
Beach Towel,2022-05-31,24.05
Beach Towel,2022-05-31,25.55
Beach Towel,2022-05-31,25.09
Leather Wallet,2022-05-31,50.53
Leather Wallet,2022-05-31,50.7
Leather Wallet,2022-05-31,51.05
Leather Wallet,2022-05-31,52.0
Leather Wallet,2022-05-31,49.17
Leather Wallet,2022-05-31,47.59
Leather Wallet,2022-05-31,51.57
Leather Wallet,2022-05-31,47.69
Leather Wallet,2022-05-31,50.65
Fitness Tracker,2022-05-31,148.86
Beach Towel,2022-06-01,24.35
Beach Towel,2022-06-01,25.56
Beach Towel,2022-06-01,24.23
Beach Towel,2022-06-01,24.23
Beach Towel,2022-06-01,24.93
Beach Towel,2022-06-01,25.17
Beach Towel,2022-06-01,24.58
Beach Towel,2022-06-01,26.03
Beach Towel,2022-06-01,25.5
Beach Towel,2022-06-01,24.65
Beach Towel,2022-06-01,26.2
Beach Towel,2022-06-01,25.3
Beach Towel,2022-06-01,24.62
Beach Towel,2022-06-01,25.34
Beach Towel,2022-06-01,25.08
Beach Towel,2022-06-01,25.28
Leather Wallet,2022-06-01,49.92
Leather Wallet,2022-06-01,48.8
Leather Wallet,2022-06-01,50.56
Leather Wallet,2022-06-01,48.81
Leather Wallet,2022-06-01,50.05
Leather Wallet,2022-06-01,50.04
Leather Wallet,2022-06-01,52.02
Leather Wallet,2022-06-01,49.3
Leather Wallet,2022-06-01,48.18
Leather Wallet,2022-06-01,49.6
Leather Wallet,2022-06-01,49.44
Leather Wallet,2022-06-01,49.79
Leather Wallet,2022-06-01,47.79
Leather Wallet,2022-06-01,50.69
Leather Wallet,2022-06-01,52.43
Leather Wallet,2022-06-01,48.19
Leather Wallet,2022-06-01,48.47
Leather Wallet,2022-06-01,51.58
Leather Wallet,2022-06-01,50.3
Leather Wallet,2022-06-01,48.19
Fitness Tracker,2022-06-01,150.43
Fitness Tracker,2022-06-01,154.27
Fitness Tracker,2022-06-01,144.77
Fitness Tracker,2022-06-01,156.07
Fitness Tracker,2022-06-01,152.23
Fitness Tracker,2022-06-01,145.6
Fitness Tracker,2022-06-01,145.03
Winter Coat,2022-06-02,120.95
Winter Coat,2022-06-02,115.75
Winter Coat,2022-06-02,116.47
Beach Towel,2022-06-02,24.81
Beach Towel,2022-06-02,25.87
Beach Towel,2022-06-02,25.03
Beach Towel,2022-06-02,26.07
Beach Towel,2022-06-02,24.5
Beach Towel,2022-06-02,24.08
Beach Towel,2022-06-02,25.55
Beach Towel,2022-06-02,24.53
Beach Towel,2022-06-02,25.99
Beach Towel,2022-06-02,23.85
Beach Towel,2022-06-02,24.96
Beach Towel,2022-06-02,24.44
Beach Towel,2022-06-02,25.45
Beach Towel,2022-06-02,25.56
Beach Towel,2022-06-02,25.38
Beach Towel,2022-06-02,25.36
Beach Towel,2022-06-02,24.48
Beach Towel,2022-06-02,25.23
Beach Towel,2022-06-02,24.96
Leather Wallet,2022-06-02,48.3
Leather Wallet,2022-06-02,47.72
Leather Wallet,2022-06-02,51.53
Leather Wallet,2022-06-02,50.22
Leather Wallet,2022-06-02,49.62
Leather Wallet,2022-06-02,51.52
Leather Wallet,2022-06-02,48.41
Leather Wallet,2022-06-02,50.77
Leather Wallet,2022-06-02,51.07
Leather Wallet,2022-06-02,50.02
Leather Wallet,2022-06-02,48.65
Leather Wallet,2022-06-02,48.45
Leather Wallet,2022-06-02,50.79
Leather Wallet,2022-06-02,51.62
Leather Wallet,2022-06-02,52.02
Leather Wallet,2022-06-02,49.75
Leather Wallet,2022-06-02,49.49
Leather Wallet,2022-06-02,49.29
Leather Wallet,2022-06-02,50.78
Leather Wallet,2022-06-02,49.97
Leather Wallet,2022-06-02,51.14
Leather Wallet,2022-06-02,49.76
Leather Wallet,2022-06-02,51.26
Leather Wallet,2022-06-02,50.39
Leather Wallet,2022-06-02,47.72
Leather Wallet,2022-06-02,50.67
Leather Wallet,2022-06-02,50.55
Leather Wallet,2022-06-02,51.98
Leather Wallet,2022-06-02,47.86
Leather Wallet,2022-06-02,48.15
Leather Wallet,2022-06-02,50.08
Leather Wallet,2022-06-02,51.09
Leather Wallet,2022-06-02,50.84
Leather Wallet,2022-06-02,48.41
Leather Wallet,2022-06-02,49.44
Fitness Tracker,2022-06-02,144.32
Fitness Tracker,2022-06-02,145.54
Winter Coat,2022-06-03,114.88
Beach Towel,2022-06-03,25.69
Beach Towel,2022-06-03,26.24
Beach Towel,2022-06-03,24.63
Beach Towel,2022-06-03,24.07
Beach Towel,2022-06-03,25.55
Beach Towel,2022-06-03,24.29
Beach Towel,2022-06-03,24.1
Beach Towel,2022-06-03,26.21
Beach Towel,2022-06-03,25.85
Beach Towel,2022-06-03,25.71
Beach Towel,2022-06-03,24.54
Beach Towel,2022-06-03,25.07
Beach Towel,2022-06-03,24.97
Beach Towel,2022-06-03,25.75
Beach Towel,2022-06-03,24.57
Beach Towel,2022-06-03,25.86
Beach Towel,2022-06-03,23.89
Beach Towel,2022-06-03,25.45
Beach Towel,2022-06-03,24.53
Beach Towel,2022-06-03,24.44
Beach Towel,2022-06-03,25.24
Beach Towel,2022-06-03,24.26
Beach Towel,2022-06-03,24.08
Beach Towel,2022-06-03,25.42
Beach Towel,2022-06-03,26.18
Beach Towel,2022-06-03,25.16
Beach Towel,2022-06-03,26.2
Beach Towel,2022-06-03,26.03
Beach Towel,2022-06-03,25.33
Beach Towel,2022-06-03,24.16
Beach Towel,2022-06-03,26.05
Beach Towel,2022-06-03,24.95
Beach Towel,2022-06-03,25.0
Beach Towel,2022-06-03,26.23
Beach Towel,2022-06-03,24.01
Beach Towel,2022-06-03,24.3
Leather Wallet,2022-06-03,52.41
Leather Wallet,2022-06-03,52.38
Leather Wallet,2022-06-03,48.07
Leather Wallet,2022-06-03,49.4
Leather Wallet,2022-06-03,47.85
Leather Wallet,2022-06-03,50.36
Leather Wallet,2022-06-03,48.3
Leather Wallet,2022-06-03,47.66
Leather Wallet,2022-06-03,51.33
Leather Wallet,2022-06-03,49.19
Leather Wallet,2022-06-03,49.03
Leather Wallet,2022-06-03,50.69
Leather Wallet,2022-06-03,48.85
Leather Wallet,2022-06-03,48.62
Leather Wallet,2022-06-03,48.52
Leather Wallet,2022-06-03,50.79
Leather Wallet,2022-06-03,48.82
Fitness Tracker,2022-06-03,152.45
Beach Towel,2022-06-04,25.07
Beach Towel,2022-06-04,25.51
Beach Towel,2022-06-04,23.92
Beach Towel,2022-06-04,25.29
Beach Towel,2022-06-04,25.1
Beach Towel,2022-06-04,23.92
Beach Towel,2022-06-04,25.78
Beach Towel,2022-06-04,25.25
Beach Towel,2022-06-04,23.99
Beach Towel,2022-06-04,25.32
Beach Towel,2022-06-04,24.27
Beach Towel,2022-06-04,25.27
Beach Towel,2022-06-04,25.73
Beach Towel,2022-06-04,24.07
Beach Towel,2022-06-04,25.5
Beach Towel,2022-06-04,24.11
Beach Towel,2022-06-04,26.2
Beach Towel,2022-06-04,24.84
Beach Towel,2022-06-04,24.78
Beach Towel,2022-06-04,24.31
Beach Towel,2022-06-04,24.75
Beach Towel,2022-06-04,25.21
Beach Towel,2022-06-04,23.75
Beach Towel,2022-06-04,25.37
Leather Wallet,2022-06-04,50.27
Leather Wallet,2022-06-04,50.94
Leather Wallet,2022-06-04,51.11
Leather Wallet,2022-06-04,48.32
Leather Wallet,2022-06-04,47.8
Leather Wallet,2022-06-04,49.79
Leather Wallet,2022-06-04,48.84
Leather Wallet,2022-06-04,52.34
Leather Wallet,2022-06-04,50.56
Leather Wallet,2022-06-04,49.63
Leather Wallet,2022-06-04,47.77
Leather Wallet,2022-06-04,48.27
Leather Wallet,2022-06-04,48.22
Leather Wallet,2022-06-04,51.82
Leather Wallet,2022-06-04,49.39
Leather Wallet,2022-06-04,51.16
Leather Wallet,2022-06-04,49.97
Leather Wallet,2022-06-04,51.49
Fitness Tracker,2022-06-04,147.21
Fitness Tracker,2022-06-04,148.91
Beach Towel,2022-06-05,24.75
Beach Towel,2022-06-05,25.67
Beach Towel,2022-06-05,24.48
Beach Towel,2022-06-05,25.39
Beach Towel,2022-06-05,24.23
Beach Towel,2022-06-05,25.22
Beach Towel,2022-06-05,25.99
Beach Towel,2022-06-05,25.01
Beach Towel,2022-06-05,24.95
Beach Towel,2022-06-05,24.78
Beach Towel,2022-06-05,24.94
Beach Towel,2022-06-05,25.79
Beach Towel,2022-06-05,24.65
Beach Towel,2022-06-05,26.08
Beach Towel,2022-06-05,25.54
Beach Towel,2022-06-05,24.6
Beach Towel,2022-06-05,23.89
Beach Towel,2022-06-05,25.23
Beach Towel,2022-06-05,25.29
Beach Towel,2022-06-05,25.27
Beach Towel,2022-06-05,25.8
Beach Towel,2022-06-05,25.44
Beach Towel,2022-06-05,24.43
Beach Towel,2022-06-05,23.78
Beach Towel,2022-06-05,24.56
Beach Towel,2022-06-05,24.6
Leather Wallet,2022-06-05,49.46
Leather Wallet,2022-06-05,52.41
Leather Wallet,2022-06-05,49.62
Leather Wallet,2022-06-05,51.89
Leather Wallet,2022-06-05,49.39
Leather Wallet,2022-06-05,48.39
Leather Wallet,2022-06-05,50.88
Leather Wallet,2022-06-05,48.45
Leather Wallet,2022-06-05,51.41
Leather Wallet,2022-06-05,52.3
Fitness Tracker,2022-06-05,154.86
Fitness Tracker,2022-06-05,149.42
Fitness Tracker,2022-06-05,149.57
Fitness Tracker,2022-06-05,154.34
Winter Coat,2022-06-06,125.05
Winter Coat,2022-06-06,125.76
Beach Towel,2022-06-06,24.49
Beach Towel,2022-06-06,25.67
Beach Towel,2022-06-06,25.29
Beach Towel,2022-06-06,25.11
Beach Towel,2022-06-06,24.5
Beach Towel,2022-06-06,25.28
Beach Towel,2022-06-06,24.3
Beach Towel,2022-06-06,24.44
Beach Towel,2022-06-06,23.88
Beach Towel,2022-06-06,24.71
Beach Towel,2022-06-06,24.84
Beach Towel,2022-06-06,24.05
Beach Towel,2022-06-06,25.43
Beach Towel,2022-06-06,23.78
Beach Towel,2022-06-06,23.89
Beach Towel,2022-06-06,24.73
Beach Towel,2022-06-06,25.04
Beach Towel,2022-06-06,24.23
Beach Towel,2022-06-06,23.75
Beach Towel,2022-06-06,24.36
Beach Towel,2022-06-06,24.13
Beach Towel,2022-06-06,24.96
Beach Towel,2022-06-06,25.55
Beach Towel,2022-06-06,25.6
Beach Towel,2022-06-06,24.33
Beach Towel,2022-06-06,25.67
Beach Towel,2022-06-06,25.95
Beach Towel,2022-06-06,25.76
Beach Towel,2022-06-06,25.85
Beach Towel,2022-06-06,25.09
Beach Towel,2022-06-06,24.77
Beach Towel,2022-06-06,24.82
Beach Towel,2022-06-06,23.99
Beach Towel,2022-06-06,25.47
Beach Towel,2022-06-06,24.48
Beach Towel,2022-06-06,25.08
Leather Wallet,2022-06-06,47.62
Leather Wallet,2022-06-06,51.63
Leather Wallet,2022-06-06,49.7
Leather Wallet,2022-06-06,51.73
Leather Wallet,2022-06-06,51.17
Leather Wallet,2022-06-06,52.39
Leather Wallet,2022-06-06,51.59
Leather Wallet,2022-06-06,52.31
Leather Wallet,2022-06-06,48.84
Leather Wallet,2022-06-06,50.29
Leather Wallet,2022-06-06,51.8
Leather Wallet,2022-06-06,50.87
Leather Wallet,2022-06-06,50.81
Leather Wallet,2022-06-06,52.49
Leather Wallet,2022-06-06,47.61
Leather Wallet,2022-06-06,47.55
Leather Wallet,2022-06-06,51.84
Fitness Tracker,2022-06-06,155.49
Fitness Tracker,2022-06-06,144.68
Beach Towel,2022-06-07,25.91
Beach Towel,2022-06-07,25.96
Beach Towel,2022-06-07,23.81
Beach Towel,2022-06-07,24.91
Beach Towel,2022-06-07,25.49
Beach Towel,2022-06-07,24.41
Beach Towel,2022-06-07,24.61
Beach Towel,2022-06-07,24.74
Beach Towel,2022-06-07,25.24
Beach Towel,2022-06-07,25.78
Beach Towel,2022-06-07,24.03
Beach Towel,2022-06-07,26.18
Beach Towel,2022-06-07,25.45
Beach Towel,2022-06-07,24.43
Beach Towel,2022-06-07,24.2
Beach Towel,2022-06-07,23.93
Beach Towel,2022-06-07,24.83
Beach Towel,2022-06-07,25.14
Beach Towel,2022-06-07,24.91
Beach Towel,2022-06-07,25.79
Beach Towel,2022-06-07,25.73
Beach Towel,2022-06-07,26.17
Beach Towel,2022-06-07,23.82
Leather Wallet,2022-06-07,52.41
Leather Wallet,2022-06-07,50.12
Leather Wallet,2022-06-07,48.78
Leather Wallet,2022-06-07,50.24
Leather Wallet,2022-06-07,48.74
Leather Wallet,2022-06-07,52.16
Leather Wallet,2022-06-07,51.54
Leather Wallet,2022-06-07,51.38
Leather Wallet,2022-06-07,52.4
Leather Wallet,2022-06-07,50.77
Leather Wallet,2022-06-07,48.66
Leather Wallet,2022-06-07,49.57
Leather Wallet,2022-06-07,50.48
Leather Wallet,2022-06-07,49.89
Leather Wallet,2022-06-07,48.37
Leather Wallet,2022-06-07,52.01
Leather Wallet,2022-06-07,51.91
Leather Wallet,2022-06-07,47.82
Leather Wallet,2022-06-07,50.2
Leather Wallet,2022-06-07,51.16
Leather Wallet,2022-06-07,49.09
Leather Wallet,2022-06-07,48.82
Leather Wallet,2022-06-07,50.52
Leather Wallet,2022-06-07,52.07
Leather Wallet,2022-06-07,52.43
Leather Wallet,2022-06-07,48.06
Leather Wallet,2022-06-07,47.68
Leather Wallet,2022-06-07,52.11
Leather Wallet,2022-06-07,49.26
Leather Wallet,2022-06-07,50.36
Leather Wallet,2022-06-07,47.74
Leather Wallet,2022-06-07,52.0
Leather Wallet,2022-06-07,52.18
Leather Wallet,2022-06-07,51.77
Leather Wallet,2022-06-07,49.65
Fitness Tracker,2022-06-07,155.38
Beach Towel,2022-06-08,25.35
Beach Towel,2022-06-08,24.98
Beach Towel,2022-06-08,25.48
Beach Towel,2022-06-08,25.43
Beach Towel,2022-06-08,25.3
Beach Towel,2022-06-08,26.07
Beach Towel,2022-06-08,25.85
Beach Towel,2022-06-08,25.01
Beach Towel,2022-06-08,24.58
Beach Towel,2022-06-08,26.07
Beach Towel,2022-06-08,25.11
Beach Towel,2022-06-08,24.53
Beach Towel,2022-06-08,25.56
Beach Towel,2022-06-08,24.04
Beach Towel,2022-06-08,25.45
Beach Towel,2022-06-08,25.49
Beach Towel,2022-06-08,25.99
Beach Towel,2022-06-08,24.65
Beach Towel,2022-06-08,24.15
Leather Wallet,2022-06-08,52.31
Leather Wallet,2022-06-08,47.82
Leather Wallet,2022-06-08,47.71
Leather Wallet,2022-06-08,48.19
Leather Wallet,2022-06-08,50.88
Leather Wallet,2022-06-08,52.11
Leather Wallet,2022-06-08,48.01
Leather Wallet,2022-06-08,51.15
Leather Wallet,2022-06-08,47.78
Leather Wallet,2022-06-08,50.82
Leather Wallet,2022-06-08,48.15
Leather Wallet,2022-06-08,51.11
Leather Wallet,2022-06-08,51.91
Leather Wallet,2022-06-08,51.75
Leather Wallet,2022-06-08,51.22
Leather Wallet,2022-06-08,48.0
Leather Wallet,2022-06-08,52.23
Fitness Tracker,2022-06-08,150.99
Fitness Tracker,2022-06-08,145.79
Fitness Tracker,2022-06-08,146.74
Fitness Tracker,2022-06-08,156.46
Winter Coat,2022-06-09,121.3
Winter Coat,2022-06-09,115.63
Beach Towel,2022-06-09,24.75
Beach Towel,2022-06-09,25.42
Beach Towel,2022-06-09,24.18
Beach Towel,2022-06-09,24.25
Beach Towel,2022-06-09,24.92
Beach Towel,2022-06-09,25.18
Beach Towel,2022-06-09,26.18
Beach Towel,2022-06-09,25.05
Beach Towel,2022-06-09,24.94
Beach Towel,2022-06-09,26.06
Beach Towel,2022-06-09,25.38
Beach Towel,2022-06-09,24.51
Beach Towel,2022-06-09,25.05
Beach Towel,2022-06-09,24.11
Beach Towel,2022-06-09,25.56
Beach Towel,2022-06-09,25.4
Beach Towel,2022-06-09,25.04
Beach Towel,2022-06-09,25.25
Beach Towel,2022-06-09,24.57
Beach Towel,2022-06-09,24.99
Beach Towel,2022-06-09,24.77
Beach Towel,2022-06-09,24.57
Beach Towel,2022-06-09,25.02
Beach Towel,2022-06-09,24.23
Beach Towel,2022-06-09,25.35
Beach Towel,2022-06-09,25.98
Beach Towel,2022-06-09,25.27
Beach Towel,2022-06-09,25.98
Beach Towel,2022-06-09,24.83
Beach Towel,2022-06-09,24.47
Beach Towel,2022-06-09,24.4
Beach Towel,2022-06-09,25.65
Beach Towel,2022-06-09,24.89
Beach Towel,2022-06-09,24.67
Leather Wallet,2022-06-09,48.74
Leather Wallet,2022-06-09,50.04
Fitness Tracker,2022-06-09,151.17
Fitness Tracker,2022-06-09,150.62
Fitness Tracker,2022-06-09,153.36
Winter Coat,2022-06-10,121.96
Beach Towel,2022-06-10,23.82
Beach Towel,2022-06-10,23.98
Beach Towel,2022-06-10,25.37
Beach Towel,2022-06-10,24.94
Beach Towel,2022-06-10,25.56
Beach Towel,2022-06-10,25.53
Beach Towel,2022-06-10,24.26
Beach Towel,2022-06-10,24.26
Beach Towel,2022-06-10,24.22
Beach Towel,2022-06-10,25.56
Beach Towel,2022-06-10,26.14
Beach Towel,2022-06-10,24.51
Beach Towel,2022-06-10,24.79
Beach Towel,2022-06-10,25.52
Beach Towel,2022-06-10,24.03
Beach Towel,2022-06-10,25.13
Beach Towel,2022-06-10,24.59
Beach Towel,2022-06-10,24.78
Beach Towel,2022-06-10,25.73
Beach Towel,2022-06-10,26.05
Beach Towel,2022-06-10,26.2
Beach Towel,2022-06-10,25.64
Beach Towel,2022-06-10,25.08
Beach Towel,2022-06-10,24.4
Beach Towel,2022-06-10,25.61
Beach Towel,2022-06-10,25.84
Beach Towel,2022-06-10,23.77
Beach Towel,2022-06-10,24.19
Beach Towel,2022-06-10,25.14
Leather Wallet,2022-06-10,50.76
Leather Wallet,2022-06-10,48.38
Leather Wallet,2022-06-10,52.06
Fitness Tracker,2022-06-10,143.45
Beach Towel,2022-06-11,24.81
Beach Towel,2022-06-11,24.95
Beach Towel,2022-06-11,25.7
Beach Towel,2022-06-11,26.19
Beach Towel,2022-06-11,26.15
Beach Towel,2022-06-11,25.93
Beach Towel,2022-06-11,24.32
Beach Towel,2022-06-11,25.42
Beach Towel,2022-06-11,25.15
Beach Towel,2022-06-11,25.13
Beach Towel,2022-06-11,25.93
Beach Towel,2022-06-11,23.8
Beach Towel,2022-06-11,23.98
Beach Towel,2022-06-11,24.67
Beach Towel,2022-06-11,25.84
Beach Towel,2022-06-11,24.13
Beach Towel,2022-06-11,24.61
Beach Towel,2022-06-11,25.91
Beach Towel,2022-06-11,24.67
Beach Towel,2022-06-11,24.74
Beach Towel,2022-06-11,25.94
Beach Towel,2022-06-11,25.6
Beach Towel,2022-06-11,26.21
Beach Towel,2022-06-11,23.91
Beach Towel,2022-06-11,24.75
Beach Towel,2022-06-11,25.58
Beach Towel,2022-06-11,24.15
Beach Towel,2022-06-11,25.09
Beach Towel,2022-06-11,24.94
Beach Towel,2022-06-11,25.65
Beach Towel,2022-06-11,24.57
Beach Towel,2022-06-11,26.13
Beach Towel,2022-06-11,25.58
Beach Towel,2022-06-11,24.57
Beach Towel,2022-06-11,24.81
Beach Towel,2022-06-11,24.63
Beach Towel,2022-06-11,24.54
Leather Wallet,2022-06-11,51.71
Leather Wallet,2022-06-11,51.77
Leather Wallet,2022-06-11,51.27
Leather Wallet,2022-06-11,48.84
Leather Wallet,2022-06-11,49.21
Leather Wallet,2022-06-11,48.42
Leather Wallet,2022-06-11,50.53
Leather Wallet,2022-06-11,51.69
Leather Wallet,2022-06-11,51.36
Leather Wallet,2022-06-11,50.53
Leather Wallet,2022-06-11,48.52
Leather Wallet,2022-06-11,49.18
Leather Wallet,2022-06-11,47.93
Leather Wallet,2022-06-11,50.77
Leather Wallet,2022-06-11,50.12
Leather Wallet,2022-06-11,47.93
Leather Wallet,2022-06-11,50.09
Leather Wallet,2022-06-11,51.12
Fitness Tracker,2022-06-11,156.63
Fitness Tracker,2022-06-11,157.38
Fitness Tracker,2022-06-11,142.8
Winter Coat,2022-06-12,125.22
Winter Coat,2022-06-12,115.28
Winter Coat,2022-06-12,125.34
Beach Towel,2022-06-12,25.61
Beach Towel,2022-06-12,26.21
Beach Towel,2022-06-12,23.81
Beach Towel,2022-06-12,24.11
Beach Towel,2022-06-12,25.54
Beach Towel,2022-06-12,24.68
Beach Towel,2022-06-12,24.02
Beach Towel,2022-06-12,25.38
Beach Towel,2022-06-12,24.92
Beach Towel,2022-06-12,25.69
Beach Towel,2022-06-12,25.29
Beach Towel,2022-06-12,24.25
Beach Towel,2022-06-12,24.75
Beach Towel,2022-06-12,24.89
Beach Towel,2022-06-12,25.69
Beach Towel,2022-06-12,24.61
Beach Towel,2022-06-12,25.92
Beach Towel,2022-06-12,24.63
Beach Towel,2022-06-12,25.65
Beach Towel,2022-06-12,24.8
Beach Towel,2022-06-12,24.86
Beach Towel,2022-06-12,24.54
Beach Towel,2022-06-12,24.41
Beach Towel,2022-06-12,24.58
Beach Towel,2022-06-12,26.09
Beach Towel,2022-06-12,25.09
Beach Towel,2022-06-12,25.34
Beach Towel,2022-06-12,24.67
Beach Towel,2022-06-12,26.2
Beach Towel,2022-06-12,25.57
Beach Towel,2022-06-12,26.24
Beach Towel,2022-06-12,25.19
Beach Towel,2022-06-12,25.6
Beach Towel,2022-06-12,24.28
Leather Wallet,2022-06-12,51.58
Leather Wallet,2022-06-12,49.43
Leather Wallet,2022-06-12,49.4
Leather Wallet,2022-06-12,51.76
Leather Wallet,2022-06-12,49.1
Leather Wallet,2022-06-12,52.26
Leather Wallet,2022-06-12,52.01
Leather Wallet,2022-06-12,49.58
Leather Wallet,2022-06-12,50.51
Leather Wallet,2022-06-12,48.37
Leather Wallet,2022-06-12,52.0
Leather Wallet,2022-06-12,51.37
Leather Wallet,2022-06-12,48.79
Leather Wallet,2022-06-12,51.98
Leather Wallet,2022-06-12,49.87
Leather Wallet,2022-06-12,52.02
Leather Wallet,2022-06-12,51.23
Fitness Tracker,2022-06-12,156.32
Fitness Tracker,2022-06-12,155.7
Fitness Tracker,2022-06-12,155.24
Fitness Tracker,2022-06-12,150.78
Winter Coat,2022-06-13,121.97
Winter Coat,2022-06-13,116.45
Winter Coat,2022-06-13,124.19
Beach Towel,2022-06-13,23.87
Beach Towel,2022-06-13,25.81
Leather Wallet,2022-06-13,51.69
Leather Wallet,2022-06-13,50.86
Leather Wallet,2022-06-13,48.39
Leather Wallet,2022-06-13,50.26
Leather Wallet,2022-06-13,50.46
Leather Wallet,2022-06-13,50.02
Leather Wallet,2022-06-13,47.95
